Status,Date added,Date of report,Ref,Deceased name,Coroner name,Coroner area,Category,Sent to,Sent to count,Replies count,Report URL
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",02/09/2025,21/08/2025,2025-0437,Nicholas Murphy,Mr Robert Simpson,"Hampshire, Portsmouth and Southampton","Alcohol, drug and medication related deaths",NHS England,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/nicholas-murphy-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",02/09/2025,20/08/2025,2025-0435,Mary Fitzpatrick,Ms Mary Hassell,London Inner North,Hospital Death (Clinical Procedures and medical management) related deaths,Chief Executive Whittington Health NHS Trust Whittington Hospital,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/mary-fitzpatrick-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",01/09/2025,20/08/2025,2025-0434,Masood Hamid,Ms Joanne Kearsley,Greater Manchester North,Hospital Death (Clinical Procedures and medical management) related deaths | State Custody related deaths,Chief Executive Pennine Care NHS Foundation Trust | Chief Constable Greater Manchester Police | Chief Executive Oldham Borough Council | Chief Executive North West Ambulance Service,4,0,https://www.judiciary.uk/prevention-of-future-death-reports/masood-hamid-prevention-of-futrue-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",29/08/2025,20/08/2025,2025-0433,Ricky O’Connell,Ms Alison Patricia Mutch OBE,Greater Manchester South,Emergency services related deaths (2019 onwards),Department of Health and Social Care,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/ricky-oconnell-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",29/08/2025,20/08/2025,2025-0432,Charles Stonley,Mrs Anita Bhardwaj,Liverpool and the Wirral,Hospital Death (Clinical Procedures and medical management) related deaths | Suicide (from 2015),NHS England | NHS England | National Director FOR Mental Health | Health Services Safety Investigations Body (HSSIB),4,0,https://www.judiciary.uk/prevention-of-future-death-reports/charles-stonley-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",02/09/2025,19/08/2025,2025-0428,Gemma Weeks,Mr Brendan Joseph Allen,Dorset,"Alcohol, drug and medication related deaths",Home Office | Department of Health and Social Care | Department for Education,3,0,https://www.judiciary.uk/prevention-of-future-death-reports/gemma-weeks-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",29/08/2025,19/08/2025,2025-0429,Kwabena Amoateng,Mr graeme Irvine,London East,Hospital Death (Clinical Procedures and medical management) related deaths,"NHS England | Chief Nursing Officer, NHS North-East London Integrated Care Board",2,0,https://www.judiciary.uk/prevention-of-future-death-reports/kwabena-amoateng-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",29/08/2025,19/08/2025,2025-0427,Venetia Pierce,Ms Susan Ridge,Surrey,"Alcohol, drug and medication related deaths",Medicines and Healthcare Products Regulatory Agency | Medicines and Healthcare Products Regulatory Agency | Egton Medical Information Systems,3,0,https://www.judiciary.uk/prevention-of-future-death-reports/venetia-pierce-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",29/08/2025,18/08/2025,2025-0431,Emily Hewerdine,Dr Elizabeth Didcock,Nottinghamshire,Hospital Death (Clinical Procedures and medical management) related deaths | Suicide (from 2015),Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/emily-hewerdine-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",29/08/2025,12/08/2025,2025-0430,James Rownsley,Ms Nicola Jane Mundy,Yorkshire South East,Community health care and emergency services related deaths,National Fire Chiefs Council,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/james-rownsley-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",14/08/2025,12/08/2025,2025-0423,Robert Simpson,Miss ana samuel,Birmingham and Solihull,Hospital Death (Clinical Procedures and medical management) related deaths,University Hospitals Birmingham NHS Foundation Trust,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/robert-simpson-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",13/08/2025,12/08/2025,2025-0420,Margaret Taylor,Mrs Rebecca Ollivere,Gloucestershire,Care Home Health related deaths,Oak Tree Mews Care Home,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-taylor-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",14/08/2025,12/08/2025,2025-0422,Charlotte Noordam,Miss ana samuel,Birmingham and Solihull,Road (Highways Safety) related deaths,Birmingham City Council,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/charlotte-noordam-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",13/08/2025,12/08/2025,2025-0421,Chloe Barber,Mr Paul Vernon Marks,East Riding of Yorkshire and Kingston-upon-Hull,Mental Health related deaths | Suicide (from 2015),NHS England | Royal College of Psychiatrists | Department of Health and Social Care,3,0,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-barber-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",14/08/2025,12/08/2025,2025-0424,Resmije Ahmetaj,Ms Sonia Marie Hayes,Essex,Mental Health related deaths,Sussex Partnership NHS Foundation Trust | Basildon Car Park Management,2,0,https://www.judiciary.uk/prevention-of-future-death-reports/resmije-ahmetaj-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",15/08/2025,11/08/2025,2025-0425,Quy Thi Pham,Ms Sonia Marie Hayes,Essex,Community health care and emergency services related deaths,NHS England | National Institute for Health and Care Excellence,2,0,https://www.judiciary.uk/prevention-of-future-death-reports/quy-thi-pham-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",13/08/2025,08/08/2025,2025-0415,Jessica Smithson,Ms Joanne Kearsley,Greater Manchester North,Suicide (from 2015),Department of Health and Social Care | NHS England | NHS Greater Manchester Integrated Care Board,3,0,https://www.judiciary.uk/prevention-of-future-death-reports/jessica-smithson-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",13/08/2025,08/08/2025,2025-0417,Gareth Jackson,Mr Paul John Rogers,London Inner West,Suicide (from 2015),South West London and St George’s Mental Health NHS Trust,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/gareth-jackson-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",13/08/2025,07/08/2025,2025-0418,Victor Hutchens,Mrs Rebecca Sutton,County Durham and Darlington,Hospital Death (Clinical Procedures and medical management) related deaths,County Durham & Darlington NHS Foundation Trust,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/victor-hutchens-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",13/08/2025,07/08/2025,2025-0416,Tracey Ostler,Miss Caroline Topping,Surrey,Emergency services related deaths (2019 onwards) | Hospital Death (Clinical Procedures and medical management) related deaths | Mental Health related deaths,Department of Health and Social Care | Health Services Safety Investigations Body | NHS South West London Integrated Care Board | Health and Care Professions Council | Epsom and St Helier University Hospitals NHS Trust | South East Coast Ambulance Service NHS Foundation Trust | Surrey and Borders Partnership NHS Foundation Trust,7,0,https://www.judiciary.uk/prevention-of-future-death-reports/tracey-ostler-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",13/08/2025,07/08/2025,2025-0414,Kenneth Edwards,Mr Benjamin John Myers,Greater Manchester South,Hospital Death (Clinical Procedures and medical management) related deaths,Stockport NHS Foundation Trust,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/kenneth-edwards-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",13/08/2025,07/08/2025,2025-0413,Marion Jones,Mr Benjamin John Myers,Greater Manchester South,Care Home Health related deaths,Care UK,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/marion-jones-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",28/08/2025,06/08/2025,2025-0426,Jacob Wooderson,Ms Sarah Bourke,London Inner North,"Alcohol, drug and medication related deaths",Royal College of Pathologists | Department of Health and Social Care,2,0,https://www.judiciary.uk/prevention-of-future-death-reports/jacob-wooderson-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",06/08/2025,06/08/2025,2025-0411,Stephen Lawrence,Miss Anna Crawford,Surrey,Care Home Health related deaths,Eastcroft Nursing Home,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-lawrence-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",05/08/2025,05/08/2025,2025-0407,Mohsin Janjua,Mr Martin Dominic Fleming,Yorkshire West Western,Product related deaths,Office for Product Safety and Standards,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/mohsin-janjua-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",05/08/2025,05/08/2025,2025-0406,Maureen Batchelor,Mrs Joanne Andrews,"West Sussex, Brighton and Hove",Hospital Death (Clinical Procedures and medical management) related deaths,University Hospitals Sussex NHS Foundation Trust | NHS England | Department of Health and Social Care,3,0,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-batchelor-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",06/08/2025,05/08/2025,2025-0409,Daisy McCoy,Deborah Stewart,"County of Devon, Plymouth & Torbay",Child Death (from 2015) | Hospital Death (Clinical Procedures and medical management) related deaths,Musgrove Park Hospital,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/daisy-mccoy-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",05/08/2025,05/08/2025,2025-0404,Simon Moore,Mr Richard Thomas Middleton,Dorset,Suicide (from 2015),Network Rail,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/simon-moore-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",06/08/2025,04/08/2025,2025-0410,John Bell,Mr Simon Tait,Yorkshire South East,Hospital Death (Clinical Procedures and medical management) related deaths,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/john-bell-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",04/08/2025,01/08/2025,2025-0396,Suzanne Edwards,Mr Tom Osborne,Milton Keynes,Hospital Death (Clinical Procedures and medical management) related deaths,Milton Keynes University Hospital NHS Foundation Trust | Bedford General Hospital | Bedfordshire Hospitals NHS Foundation Trust | Stoke Mandeville Hospital,4,0,https://www.judiciary.uk/prevention-of-future-death-reports/suzanne-edwards-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",04/08/2025,01/08/2025,2025-0395,Benjamin Buckfield,Mr Nicholas Walker,"Hampshire, Portsmouth and Southampton","Alcohol, drug and medication related deaths",Boomtown Festival | Hampshire and IOW Constabulary,2,0,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-buckfield-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",29/08/2025,01/08/2025,2025-0436,Sidi Bojang,Mr Andrew Walker,London North,Suicide (from 2015),Department of Health and Social Care,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/sidi-bojang-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",04/08/2025,01/08/2025,2025-0399,Brian Ringrose,Dr Séan Cummings,Milton Keynes,"Alcohol, drug and medication related deaths | Police related deaths",Central and North West London NHS Foundation Trust | Milton Keynes University Hospital NHS Foundation Trust | Thames Valley Police,3,0,https://www.judiciary.uk/prevention-of-future-death-reports/brian-ringrose-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",04/08/2025,01/08/2025,2025-0398,Margaret Medlicott,Mr David Donald William Reid,Worcestershire,Care Home Health related deaths,Capital Care Group,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-medlicott-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",04/08/2025,01/08/2025,2025-0397,Margaret McNaughton,Mrs Joanne Lees,The Black Country Jurisdiction,"Alcohol, drug and medication related deaths",The Royal Wolverhampton NHS Trust,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-mcnaughton-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",31/07/2025,31/07/2025,2025-0394,Lewis Petryszyn,Mrs Patricia Claire Morgan,South Wales Central,State Custody related deaths | Wales prevention of future deaths reports (2019 onwards),Cwm Taf Morgannwg University Health Board | G4S Care & Justice Services UK Ltd,2,0,https://www.judiciary.uk/prevention-of-future-death-reports/lewis-petryszyn-prevention-of-future-deaths-report/
"<div style=""background-color: #1e1ef6; color: #fff;display: inline; padding: 0.2em 0.6em 0.3em;font-size:75%;font-weight: 700;line-height: 1;text-align: center;white-space: nowrap;vertical-align: baseline;border-radius: 0.25em;font-family: muli,helvetica,Arial,sans-serif;margin: auto;"">pending</div>",31/07/2025,30/07/2025,2025-0393,Joanne Stones,Gillian Kane,North Yorkshire and York,Hospital Death (Clinical Procedures and medical management) related deaths,York & Scarborough NHS Trust,1,0,https://www.judiciary.uk/prevention-of-future-death-reports/joanne-stones-prevention-of-future-deaths-report/
